sno,Influencer_ID,Influencer_Name,Platform,Influencer_Tier,Followers,Likes,Comments,Shares,Campaign_ID,Campaign_Cost,Revenue,Campaign_Type,Total_Engagement,Engagement_Rate,Calculated_ROI,CPE,Data_Status,Is_Undervalued_Influencer
341,INF0076,Influencer_76,Instagram,Micro,968530,21822,2833,577,CAM00376,3191,30831,Promotion,25232,0.0261,8.6619,0.1265,Verified,No
342,INF0076,Influencer_76,Facebook,Micro,408505,31013,4101,468,CAM00377,993,27276,Product Launch,35582,0.0871,26.4683,0.0279,Verified,Yes
344,INF0111,Influencer_111,Facebook,Micro,523552,18149,3104,323,CAM00551,4727,23878,Promotion,21576,0.0412,4.0514,0.2191,Verified,No
346,INF0111,Influencer_111,Instagram,Micro,43291,1045,70,42,CAM00552,1953,6627,Giveaway,1157,0.0267,2.3932,1.688,Verified,No
348,INF0111,Influencer_111,Youtube,Micro,298142,17720,1715,519,CAM00553,2492,25476,Promotion,19954,0.0669,9.2231,0.1249,Verified,No
351,INF0076,Influencer_76,Youtube,Macro,51601,4360,733,152,CAM00378,4310,24770,Product Launch,5245,0.1016,4.7471,0.8217,Verified,No
352,INF0060,Influencer_60,Youtube,Micro,950621,47646,7560,506,CAM00296,3401,39840,Promotion,55712,0.0586,10.7142,0.061,Verified,No
354,INF0030,Influencer_30,Instagram,Nano,207988,4683,304,94,CAM00146,1689,10458,Promotion,5081,0.0244,5.1918,0.3324,Verified,No
359,INF0060,Influencer_60,Instagram,Macro,486610,29262,2943,1352,CAM00297,4181,25451,Promotion,33557,0.069,5.0873,0.1246,Verified,No
360,INF0112,Influencer_112,Instagram,Nano,595821,35259,6877,425,CAM00556,2290,33122,Giveaway,42561,0.0714,13.4638,0.0538,Verified,No
361,INF0030,Influencer_30,Facebook,Macro,501315,21907,1321,286,CAM00148,3583,30363,Product Launch,23514,0.0469,7.4742,0.1524,Verified,No
362,INF0077,Influencer_77,Facebook,Macro,933856,80830,10846,2500,CAM00381,622,64402,Giveaway,94176,0.1008,102.5402,0.0066,Verified,Yes
365,INF0060,Influencer_60,Facebook,Mega,117492,6663,3436,279,CAM00299,3660,16863,Promotion,10378,0.0883,3.6074,0.3527,Verified,No
366,INF0112,Influencer_112,Youtube,Nano,373047,32692,2513,1373,CAM00557,708,24478,Giveaway,36578,0.0981,33.5734,0.0194,Verified,Yes
367,INF0077,Influencer_77,Instagram,Micro,679841,39994,6749,1277,CAM00382,1683,34134,Giveaway,48020,0.0706,19.2816,0.035,Verified,No
371,INF0031,Influencer_31,Facebook,Micro,469276,18849,3372,191,CAM00151,624,16100,Giveaway,22412,0.0478,24.8013,0.0278,Verified,Yes
374,INF0113,Influencer_113,Facebook,Nano,335971,9011,477,230,CAM00561,1974,9803,Product Launch,9718,0.0289,3.9661,0.2031,Verified,No
376,INF0113,Influencer_113,Instagram,Macro,854392,80440,9216,3629,CAM00562,937,65075,Promotion,93285,0.1092,68.4504,0.01,Verified,Yes
377,INF0031,Influencer_31,Instagram,Mega,567202,28768,2046,490,CAM00153,2040,20972,Giveaway,31304,0.0552,9.2804,0.0652,Verified,No
379,INF0031,Influencer_31,Youtube,Nano,807388,74551,7780,2476,CAM00154,4807,61062,Giveaway,84807,0.105,11.7027,0.0567,Verified,No
381,INF0061,Influencer_61,Instagram,Micro,599357,42107,8384,1535,CAM00301,1282,43083,Product Launch,52026,0.0868,32.6061,0.0246,Verified,Yes
383,INF0061,Influencer_61,Youtube,Micro,272830,14151,835,459,CAM00302,3669,26958,Product Launch,15445,0.0566,6.3475,0.2376,Verified,No
385,INF0032,Influencer_32,Instagram,Mega,156989,2775,553,83,CAM00156,1842,5873,Giveaway,3411,0.0217,2.1884,0.54,Verified,No
386,INF0113,Influencer_113,Youtube,Nano,402062,38196,5586,1407,CAM00564,4360,36375,Giveaway,45189,0.1124,7.3429,0.0965,Verified,No
391,INF0077,Influencer_77,Youtube,Nano,514317,42470,5049,512,CAM00385,1904,35044,Promotion,48031,0.0934,17.4055,0.0396,Verified,No
392,INF0114,Influencer_114,Youtube,Macro,26991,433,55,7,CAM00566,567,1994,Product Launch,495,0.0183,2.5168,1.1455,Verified,No
394,INF0078,Influencer_78,Youtube,Nano,764935,25453,1901,590,CAM00386,2493,29401,Product Launch,27944,0.0365,10.7934,0.0892,Verified,No
395,INF0114,Influencer_114,Facebook,Macro,850307,39389,6329,1503,CAM00567,4570,38683,Giveaway,47221,0.0555,7.4646,0.0968,Verified,No
396,INF0062,Influencer_62,Instagram,Mega,19752,1694,217,59,CAM00306,4601,19228,Promotion,1970,0.0997,3.1791,2.3355,Verified,No
397,INF0078,Influencer_78,Facebook,Micro,805565,19773,1746,946,CAM00387,2155,22755,Product Launch,22465,0.0279,9.5592,0.0959,Verified,No
398,INF0032,Influencer_32,Facebook,Nano,524890,12577,1519,409,CAM00158,2115,13241,Product Launch,14505,0.0276,5.2605,0.1458,Verified,No
401,INF0032,Influencer_32,Youtube,Micro,825690,41941,5396,1158,CAM00159,2211,37431,Product Launch,48495,0.0587,15.9294,0.0456,Verified,No
403,INF0062,Influencer_62,Youtube,Nano,120968,7834,987,128,CAM00307,2606,7380,Giveaway,8949,0.074,1.8319,0.2912,Verified,No
405,INF0078,Influencer_78,Instagram,Micro,444945,24384,1604,884,CAM00389,2476,21842,Giveaway,26872,0.0604,7.8215,0.0921,Verified,No
406,INF0033,Influencer_33,Youtube,Macro,918458,62418,6947,687,CAM00161,1873,49974,Product Launch,70052,0.0763,25.6813,0.0267,Verified,Yes
409,INF0114,Influencer_114,Instagram,Micro,985558,94247,8915,1289,CAM00570,4548,78111,Promotion,104451,0.106,16.1748,0.0435,Verified,No
412,INF0115,Influencer_115,Instagram,Micro,290134,17351,2537,661,CAM00571,1792,19244,Giveaway,20549,0.0708,9.7388,0.0872,Verified,No
416,INF0079,Influencer_79,Youtube,Mega,558531,43662,3993,982,CAM00391,4704,36282,Giveaway,48637,0.0871,6.713,0.0967,Verified,No
417,INF0063,Influencer_63,Instagram,Macro,753878,1060196,4516,1211,CAM00311,3279,41033,Giveaway,1065923,1.4139,11.5139,0.0031,Suspicious,No
421,INF0079,Influencer_79,Facebook,Micro,825143,71908,13369,1515,CAM00393,4185,70679,Giveaway,86792,0.1052,15.8886,0.0482,Verified,No
422,INF0115,Influencer_115,Facebook,Micro,890493,84165,4292,3441,CAM00574,2965,66239,Giveaway,91898,0.1032,21.3403,0.0323,Verified,No
423,INF0063,Influencer_63,Facebook,Micro,811658,20792,3207,495,CAM00313,4411,34727,Product Launch,24494,0.0302,6.8728,0.1801,Verified,No
425,INF0079,Influencer_79,Instagram,Nano,593131,48561,9477,2150,CAM00395,2746,54099,Promotion,60188,0.1015,18.701,0.0456,Verified,No
428,INF0080,Influencer_80,Facebook,Macro,343829,13330,2642,392,CAM00396,3654,25163,Giveaway,16364,0.0476,5.8864,0.2233,Verified,No
430,INF0080,Influencer_80,Instagram,Micro,57481,1433,261,38,CAM00397,296,1504,Product Launch,1732,0.0301,4.0811,0.1709,Verified,No
431,INF0064,Influencer_64,Instagram,Macro,773577,12482,672,192,CAM00316,4273,18085,Product Launch,13346,0.0173,3.2324,0.3202,Verified,No
432,INF0033,Influencer_33,Facebook,Micro,317915,22294,1800,484,CAM00165,993,15699,Promotion,24578,0.0773,14.8097,0.0404,Verified,No
433,INF0064,Influencer_64,Youtube,Mega,209524,19754,3583,417,CAM00317,2544,24693,Promotion,23754,0.1134,8.7064,0.1071,Verified,No
434,INF0034,Influencer_34,Instagram,Nano,791857,14012,1137,154,CAM00166,3502,24582,Giveaway,15303,0.0193,6.0194,0.2288,Verified,No
439,INF0034,Influencer_34,Youtube,Micro,444676,21312,3919,909,CAM00167,3644,24428,Product Launch,26140,0.0588,5.7036,0.1394,Verified,No
442,INF0081,Influencer_81,Facebook,Nano,309449,25911,4715,803,CAM00401,4129,36928,Promotion,31429,0.1016,7.9436,0.1314,Verified,No
445,INF0081,Influencer_81,Youtube,Nano,217823,3887,613,104,CAM00402,2643,8530,Product Launch,4604,0.0211,2.2274,0.5741,Verified,No
446,INF0065,Influencer_65,Instagram,Mega,910711,14212,1796,708,CAM00321,2198,18400,Giveaway,16716,0.0184,7.3712,0.1315,Verified,No
447,INF0034,Influencer_34,Facebook,Micro,948479,19236,2594,950,CAM00170,4273,21047,Product Launch,22780,0.024,3.9256,0.1876,Verified,No
450,INF0065,Influencer_65,Youtube,Micro,334373,23027,2374,714,CAM00323,3079,29507,Promotion,26115,0.0781,8.5833,0.1179,Verified,No
451,INF0065,Influencer_65,Facebook,Macro,928460,41629,8099,830,CAM00324,2343,44127,Promotion,50558,0.0545,17.8335,0.0463,Verified,No
452,INF0035,Influencer_35,Youtube,Micro,684889,8233,743,260,CAM00171,286,6412,Giveaway,9236,0.0135,21.4196,0.031,Verified,Yes
455,INF0035,Influencer_35,Instagram,Mega,24752,557,97,27,CAM00172,491,2713,Promotion,681,0.0275,4.5255,0.721,Verified,No
458,INF0066,Influencer_66,Instagram,Macro,638420,62455,10631,3021,CAM00326,213,53678,Giveaway,76107,0.1192,251.0094,0.0028,Verified,Yes
459,INF0116,Influencer_116,Instagram,Micro,853050,82048,9013,3576,CAM00576,4763,79925,Product Launch,94637,0.1109,15.7804,0.0503,Verified,No
460,INF0116,Influencer_116,Facebook,Nano,294125,39007,1880,297,CAM00577,2151,22056,Giveaway,41184,0.14,9.2538,0.0522,Verified,No
462,INF0081,Influencer_81,Instagram,Micro,654583,12810,1245,130,CAM00405,2492,9973,Giveaway,14185,0.0217,3.002,0.1757,Verified,No
463,INF0116,Influencer_116,Youtube,Micro,134498,10102,518,339,CAM00579,3906,18071,Product Launch,10959,0.0815,3.6265,0.3564,Verified,No
465,INF0117,Influencer_117,Youtube,Nano,919638,70338,3661,1402,CAM00581,4214,47034,Product Launch,75401,0.082,10.1614,0.0559,Verified,No
466,INF0066,Influencer_66,Youtube,Nano,972248,57670,6814,2524,CAM00327,4328,49174,Giveaway,67008,0.0689,10.3618,0.0646,Verified,No
467,INF0117,Influencer_117,Facebook,Nano,153353,2396,284,94,CAM00582,1387,6232,Product Launch,2774,0.0181,3.4932,0.5,Verified,No
468,INF0035,Influencer_35,Facebook,Mega,189456,41960,874,236,CAM00174,4733,11829,Promotion,43070,0.2273,1.4993,0.1099,Verified,No
469,INF0066,Influencer_66,Facebook,Micro,11749,276,27,10,CAM00328,4889,20478,Promotion,313,0.0266,3.1886,15.6198,Verified,No
472,INF0117,Influencer_117,Instagram,Nano,330231,5714,1101,248,CAM00583,1623,8615,Promotion,7063,0.0214,4.3081,0.2298,Verified,No
473,INF0036,Influencer_36,Instagram,Micro,752883,50427,6260,1660,CAM00176,3522,46321,Giveaway,58347,0.0775,12.1519,0.0604,Verified,No
475,INF0036,Influencer_36,Youtube,Macro,352707,27998,3172,676,CAM00177,1436,22018,Giveaway,31846,0.0903,14.3329,0.0451,Verified,No
478,INF0067,Influencer_67,Youtube,Nano,305224,26151,1458,1204,CAM00331,838,21201,Product Launch,28813,0.0944,24.2995,0.0291,Verified,Yes
480,INF0118,Influencer_118,Instagram,Mega,699876,43812,5728,909,CAM00586,2893,45677,Giveaway,50449,0.0721,14.7888,0.0573,Verified,No
483,INF0036,Influencer_36,Facebook,Micro,223320,16735,2369,802,CAM00179,4200,28168,Promotion,19906,0.0891,5.7067,0.211,Verified,No
486,INF0037,Influencer_37,Facebook,Nano,461514,39569,7002,1907,CAM00181,531,35856,Giveaway,48478,0.105,66.5254,0.011,Verified,Yes
487,INF0118,Influencer_118,Facebook,Nano,156489,8608,1444,292,CAM00589,4401,17327,Giveaway,10344,0.0661,2.9371,0.4255,Verified,No
488,INF0037,Influencer_37,Youtube,Micro,500137,9799,600,383,CAM00182,1290,11302,Giveaway,10782,0.0216,7.7612,0.1196,Verified,No
491,INF0119,Influencer_119,Facebook,Macro,77709,5359,477,87,CAM00591,974,4364,Product Launch,5923,0.0762,3.4805,0.1644,Verified,No
492,INF0119,Influencer_119,Youtube,Nano,429745,40751,6602,1582,CAM00592,852,36958,Giveaway,48935,0.1139,42.3779,0.0174,Verified,Yes
493,INF0037,Influencer_37,Instagram,Macro,731546,25233,3495,616,CAM00184,3165,32173,Product Launch,29344,0.0401,9.1652,0.1079,Verified,No
494,INF0119,Influencer_119,Instagram,Micro,653416,24753,2165,757,CAM00593,3656,23159,Promotion,27675,0.0424,5.3345,0.1321,Verified,No
497,INF0038,Influencer_38,Youtube,Micro,615615,48175,7025,1944,CAM00186,2471,46834,Product Launch,57144,0.0928,17.9535,0.0432,Verified,No
500,INF0038,Influencer_38,Instagram,Nano,517142,7227,999,361,CAM00188,3207,20649,Giveaway,8587,0.0166,5.4387,0.3735,Verified,No
501,INF0082,Influencer_82,Youtube,Macro,105648,7287,1448,94,CAM00406,689,8341,Product Launch,8829,0.0836,11.106,0.078,Verified,No
502,INF0120,Influencer_120,Youtube,Micro,24408,34325,51,15,CAM00596,2644,5814,Promotion,34391,1.409,1.1989,0.0769,Suspicious,No
506,INF0120,Influencer_120,Instagram,Macro,494992,43209,6547,1880,CAM00597,2992,44901,Promotion,51636,0.1043,14.007,0.0579,Verified,No
509,INF0120,Influencer_120,Facebook,Macro,899332,46160,5154,1794,CAM00598,4640,46937,Giveaway,53108,0.0591,9.1157,0.0874,Verified,No
510,INF0082,Influencer_82,Instagram,Nano,477513,23987,2855,1069,CAM00410,889,19373,Promotion,27911,0.0585,20.7919,0.0319,Verified,Yes
512,INF0039,Influencer_39,Youtube,Macro,67150,895,124,17,CAM00191,180,1321,Giveaway,1036,0.0154,6.3389,0.1737,Verified,No
514,INF0039,Influencer_39,Instagram,Micro,135055,6711,742,220,CAM00192,4009,16645,Product Launch,7673,0.0568,3.1519,0.5225,Verified,No
515,INF0121,Influencer_121,Youtube,Micro,100977,6777,930,99,CAM00601,3661,11935,Promotion,7806,0.0773,2.26,0.469,Verified,No
517,INF0083,Influencer_83,Youtube,Mega,703098,68841,4585,1851,CAM00411,330,45790,Product Launch,75277,0.1071,137.7576,0.0044,Verified,Yes
518,INF0067,Influencer_67,Instagram,Micro,774974,43907,3184,1734,CAM00333,2198,31769,Product Launch,48825,0.063,13.4536,0.045,Verified,No
520,INF0039,Influencer_39,Facebook,Macro,212837,10125,1207,502,CAM00194,4396,27378,Product Launch,11834,0.0556,5.2279,0.3715,Verified,No
522,INF0083,Influencer_83,Facebook,Macro,479082,37299,6368,399,CAM00413,3839,43472,Promotion,44066,0.092,10.3238,0.0871,Verified,No
525,INF0067,Influencer_67,Facebook,Micro,733176,70447,11315,1699,CAM00335,415,57653,Giveaway,83461,0.1138,137.9229,0.005,Verified,Yes
526,INF0083,Influencer_83,Instagram,Nano,274146,18242,2369,645,CAM00414,4543,20701,Promotion,21256,0.0775,3.5567,0.2137,Verified,No
527,INF0121,Influencer_121,Facebook,Micro,580223,37985,5072,1011,CAM00603,3055,42130,Promotion,44068,0.076,12.7905,0.0693,Verified,No
528,INF0040,Influencer_40,Facebook,Micro,423845,7616,423,222,CAM00196,321,6309,Promotion,8261,0.0195,18.6542,0.0389,Verified,No
531,INF0084,Influencer_84,Facebook,Micro,589595,21882,3058,478,CAM00416,2431,25829,Product Launch,25418,0.0431,9.6248,0.0956,Verified,No
533,INF0068,Influencer_68,Youtube,Nano,202139,16114,2404,280,CAM00336,3612,20727,Promotion,18798,0.093,4.7384,0.1921,Verified,No
534,INF0122,Influencer_122,Facebook,Nano,423132,8694,874,136,CAM00606,4216,10206,Giveaway,9704,0.0229,1.4208,0.4345,Verified,No
535,INF0068,Influencer_68,Facebook,Macro,239340,16616,2735,342,CAM00337,2452,14509,Product Launch,19693,0.0823,4.9172,0.1245,Verified,No
536,INF0122,Influencer_122,Youtube,Nano,656129,39007,4794,1802,CAM00607,2493,43995,Giveaway,45603,0.0695,16.6474,0.0547,Verified,No
537,INF0068,Influencer_68,Instagram,Nano,40279,3911,368,159,CAM00338,2493,8208,Giveaway,4438,0.1102,2.2924,0.5617,Verified,No
539,INF0084,Influencer_84,Youtube,Nano,203435,3215,583,144,CAM00417,4058,22859,Giveaway,3942,0.0194,4.6331,1.0294,Verified,No
546,INF0085,Influencer_85,Youtube,Micro,616458,52174,9487,1715,CAM00421,392,44702,Product Launch,63376,0.1028,113.0357,0.0062,Verified,Yes
547,INF0085,Influencer_85,Facebook,Micro,224563,20651,2471,320,CAM00422,4804,36368,Promotion,23442,0.1044,6.5704,0.2049,Verified,No
548,INF0122,Influencer_122,Instagram,Nano,909380,76319,13470,2244,CAM00610,3044,68285,Product Launch,92033,0.1012,21.4327,0.0331,Verified,No
549,INF0085,Influencer_85,Instagram,Micro,89668,2273,436,63,CAM00423,4650,18944,Promotion,2772,0.0309,3.074,1.6775,Verified,No
550,INF0123,Influencer_123,Facebook,Micro,358574,18149,1406,802,CAM00611,2492,25043,Giveaway,20357,0.0568,9.0494,0.1224,Verified,No
551,INF0040,Influencer_40,Youtube,Macro,846038,38787,2472,909,CAM00197,4485,42048,Product Launch,42168,0.0498,8.3753,0.1064,Verified,No
553,INF0123,Influencer_123,Youtube,Micro,791666,13310,1439,560,CAM00612,2492,14399,Giveaway,15309,0.0193,4.7781,0.1628,Verified,No
554,INF0040,Influencer_40,Instagram,Micro,33733,347,41,7,CAM00198,2083,4067,Product Launch,395,0.0117,0.9525,5.2734,Verified,No
558,INF0086,Influencer_86,Instagram,Mega,527549,17353,1809,501,CAM00426,779,15962,Product Launch,19663,0.0373,19.4904,0.0396,Verified,No
560,INF0086,Influencer_86,Facebook,Nano,375226,13100,2564,304,CAM00427,2850,20412,Product Launch,15968,0.0426,6.1621,0.1785,Verified,No
563,INF0124,Influencer_124,Instagram,Nano,940839,60925,9504,1521,CAM00616,2940,57919,Product Launch,71950,0.0765,18.7003,0.0409,Verified,No
565,INF0041,Influencer_41,Instagram,Micro,736457,18435,3662,355,CAM00202,934,19378,Product Launch,22452,0.0305,19.7473,0.0416,Verified,No
568,INF0086,Influencer_86,Youtube,Micro,411925,5954,1041,260,CAM00429,4747,17319,Promotion,7255,0.0176,2.6484,0.6543,Verified,No
569,INF0124,Influencer_124,Youtube,Macro,110162,10315,1102,446,CAM00617,1329,11261,Promotion,11863,0.1077,7.4733,0.112,Verified,No
571,INF0150,Influencer_150,Youtube,Nano,54311,1991,371,63,CAM00747,4983,11940,Giveaway,2425,0.0447,1.3961,2.0548,Verified,No
575,INF0087,Influencer_87,Facebook,Nano,137535,2453,349,35,CAM00431,2916,14823,Promotion,2837,0.0206,4.0833,1.0278,Verified,No
577,INF0124,Influencer_124,Facebook,Nano,802115,53644,3449,758,CAM00618,2005,41429,Product Launch,57851,0.0721,19.6628,0.0347,Verified,No
579,INF0151,Influencer_151,Instagram,Nano,739591,62267,6821,1012,CAM00751,3798,46689,Product Launch,70100,0.0948,11.293,0.0542,Verified,No
581,INF0177,Influencer_177,Instagram,Micro,172349,14813,2389,247,CAM00882,1495,17161,Product Launch,17449,0.1012,10.4789,0.0857,Verified,No
582,INF0151,Influencer_151,Youtube,Micro,117547,4038,251,200,CAM00752,4763,15992,Product Launch,4489,0.0382,2.3575,1.061,Verified,No
584,INF0177,Influencer_177,Youtube,Nano,928328,69775,13209,1899,CAM00883,265,58998,Product Launch,84883,0.0914,221.634,0.0031,Verified,Yes
587,INF0125,Influencer_125,Instagram,Micro,649456,26774,2908,437,CAM00621,3521,32404,Giveaway,30119,0.0464,8.2031,0.1169,Verified,No
588,INF0177,Influencer_177,Facebook,Nano,994404,41163,4372,1434,CAM00884,2381,33710,Giveaway,46969,0.0472,13.1579,0.0507,Verified,No
589,INF0087,Influencer_87,Instagram,Nano,501844,32475,3130,1394,CAM00434,1037,28071,Giveaway,36999,0.0737,26.0694,0.028,Verified,Yes
595,INF0125,Influencer_125,Facebook,Macro,85811,4518,711,94,CAM00623,3641,14976,Promotion,5323,0.062,3.1132,0.684,Verified,No
596,INF0178,Influencer_178,Facebook,Micro,654936,29644,5050,701,CAM00886,278,24796,Product Launch,35395,0.054,88.1942,0.0079,Verified,Yes
597,INF0125,Influencer_125,Youtube,Micro,301856,9579,787,258,CAM00624,699,8430,Promotion,10624,0.0352,11.0601,0.0658,Verified,No
600,INF0126,Influencer_126,Youtube,Micro,374393,36040,4132,1152,CAM00626,2602,30914,Product Launch,41324,0.1104,10.8809,0.063,Verified,No
601,INF0126,Influencer_126,Instagram,Nano,446093,34501,2889,1074,CAM00627,4301,34845,Product Launch,38464,0.0862,7.1016,0.1118,Verified,No
605,INF0127,Influencer_127,Facebook,Micro,152956,13760,2389,484,CAM00631,1887,18037,Product Launch,16633,0.1087,8.5586,0.1134,Verified,No
607,INF0152,Influencer_152,Facebook,Macro,557119,46850,6251,1929,CAM00756,4000,53390,Product Launch,55030,0.0988,12.3475,0.0727,Verified,No
608,INF0127,Influencer_127,Instagram,Micro,947405,1332358,2841,744,CAM00633,3889,33380,Giveaway,1335943,1.4101,7.5832,0.0029,Suspicious,No
609,INF0127,Influencer_127,Youtube,Micro,487675,44514,8459,1871,CAM00634,2555,40030,Giveaway,54844,0.1125,14.6673,0.0466,Verified,No
610,INF0178,Influencer_178,Youtube,Macro,235337,12111,2401,355,CAM00888,4615,28925,Product Launch,14867,0.0632,5.2676,0.3104,Verified,No
613,INF0088,Influencer_88,Facebook,Micro,68411,4911,329,124,CAM00436,2736,12723,Promotion,5364,0.0784,3.6502,0.5101,Verified,No
614,INF0128,Influencer_128,Youtube,Nano,324258,28024,3107,295,CAM00636,4653,35289,Product Launch,31426,0.0969,6.5841,0.1481,Verified,No
617,INF0179,Influencer_179,Facebook,Micro,355835,30059,1505,670,CAM00891,290,18950,Product Launch,32234,0.0906,64.3448,0.009,Verified,Yes
621,INF0179,Influencer_179,Youtube,Nano,993639,16034,1251,516,CAM00892,1000,12433,Product Launch,17801,0.0179,11.433,0.0562,Verified,No
622,INF0152,Influencer_152,Instagram,Nano,974417,79153,11110,2411,CAM00758,2628,63867,Giveaway,92674,0.0951,23.3025,0.0284,Verified,No
624,INF0128,Influencer_128,Facebook,Micro,754492,34865,3785,445,CAM00639,4528,41199,Product Launch,39095,0.0518,8.0987,0.1158,Verified,No
626,INF0152,Influencer_152,Youtube,Micro,635151,11683,2273,179,CAM00759,244,10473,Product Launch,14135,0.0223,41.9221,0.0173,Verified,Yes
627,INF0128,Influencer_128,Instagram,Micro,430505,31713,3437,607,CAM00640,2308,32399,Giveaway,35757,0.0831,13.0377,0.0645,Verified,No
628,INF0179,Influencer_179,Instagram,Macro,478793,40984,4135,1571,CAM00894,171,30151,Product Launch,46690,0.0975,175.3216,0.0037,Verified,Yes
630,INF0129,Influencer_129,Youtube,Macro,951922,89121,9026,2772,CAM00641,1388,67268,Promotion,100919,0.106,47.464,0.0138,Verified,Yes
632,INF0088,Influencer_88,Youtube,Micro,666418,42572,5335,662,CAM00439,820,33693,Promotion,48569,0.0729,40.089,0.0169,Verified,Yes
633,INF0129,Influencer_129,Facebook,Nano,809596,79583,11732,3356,CAM00642,3589,81076,Giveaway,94671,0.1169,21.5901,0.0379,Verified,No
634,INF0180,Influencer_180,Instagram,Macro,287610,11321,601,457,CAM00896,4965,29276,Product Launch,12379,0.043,4.8965,0.4011,Verified,No
635,INF0088,Influencer_88,Instagram,Mega,847490,64992,8416,2805,CAM00440,3471,54685,Giveaway,76213,0.0899,14.7548,0.0455,Verified,No
636,INF0129,Influencer_129,Instagram,Mega,539800,6214,734,229,CAM00643,1148,6104,Promotion,7177,0.0133,4.3171,0.16,Verified,No
637,INF0180,Influencer_180,Facebook,Macro,36525,621,120,12,CAM00897,1601,2531,Giveaway,753,0.0206,0.5809,2.1262,Verified,No
638,INF0089,Influencer_89,Instagram,Micro,997432,72353,9396,2022,CAM00441,2048,55741,Giveaway,83771,0.084,26.2173,0.0244,Verified,Yes
